PROLIFIC_PID,loop_id,pair_id,full_rating,event_rating,order_group,Q12,Q13,PairID,story_i,story_j,bucket,sim_full,sim_event,FullA,FullB,EventsA,EventsB
5ec403bb09d0e02a060bd5e6,51,71,2: slightly similar,1: not similar,overal_first,The event sequence for Story B omits the part that was similar to Story A (connecting talents/interests to career),"The careers of the narrators are not very similar, but both do talk about how their jobs draw on things they enjoy outside of work (""I felt like I could connect all of the crafty stuff that I had always done as a hobby"" in Story A, "" just really enjoy just talking to people, in general. And I feel like that was why I wanted to do journalism, because everyone's so different, everybody has different stories , and people are just interesting"" in story B)",P071,138,312,HH,0.44089046,0.41616386,"I'm a designer and an engineer. And my work has really focused on blending electronics and computing with art and design. I've done a lot of work in combining textiles and fashion with electronics and computer science. So for example, I developed a kit called LilyPad Arduino that lets you sew electronics into your clothes. Kind of robotics, except for soft, stretchy things. So it's like this incredibly mathematically rich thing. But culturally, we don't think of it in those terms. So I think the important thing, or what I needed to do for myself, was discovering I could combine kind of art and design with computer science and with electronics. I just started to play and build stuff with electronics and textiles. And that was really, really fun and really exciting. It was this tremendous a-ha moment where I felt like I could connect all of the crafty stuff that I had always done as a hobby. And then, using that blend as a way to get kind of new communities of people engaged in electronics and computer science.","I always knew I wanted to do journalism since I was a little kid. I was writing for my school paper in fifth grade. But by the time I graduated , I still didn't know if I wanted to do newspaper, or if I wanted to do TV and I ended up doing TV. And I just feel like, I just really enjoy just talking to people, in general. And I feel like that was why I wanted to do journalism, because everyone's so different, everybody has different stories , and people are just interesting. I love watching TV , I like watching TV, but I never really thought about the possibilities of working in TV. It's just been such an amazing experience. It's a hard job , but it's, I think it's really rewarding. I think it's a dream job that I didn't realize I had. I don't always know if I'm making the right decision while I'm making them. I feel sometimes like, am I stunting myself in my career? Am I where I'm supposed to be right now? Am I doing all that I can to get to the next point? But you don't always know if you're doing the right thing , but I don't know , it works out. I feel like things work themselves out. They do. They just do.",Developed a kit called LilyPad Arduino that lets you sew electronics into your clothes — Started to play and build stuff with electronics and textiles — Felt a tremendous a-ha moment connecting crafty hobbies with electronics and computer science,I was writing for my school paper in fifth grade — I graduated — I ended up doing TV
5ec403bb09d0e02a060bd5e6,59,175,2: slightly similar,1: not similar,overal_first,The elements that were similar have been removed.,"The life paths are different, but both stories have the theme of following one's dreams (""Tapping into your purpose,"" ""if you get off your bliss path, you're dead"")",P175,13,367,HL,0.39759365,0.113766775,"a trial court judge who had to have a very analytical mind. Practice law, former prosecutor, former attorney general. But you know how you keep waking up thinking, "" There is something else ''?  Right.  I thought that the judgeship, that being a judge, was it. I know now in my heart , it's not a thing. It is constantly evolving and keeping your heart open. Because look! I'm a television personality. I'm a minister. Tapping into your purpose takes a great deal of discipline. Because you have to ask the question every day that you open your eyes.","And I remember once telling one of my teachers, one of my advisors, that I was gon na play drums at this, um, gig of some kind. And he was like, "" Oh, "" nice use of your education. '' And it was really discouraging 'cause he didn't see drumming as valid in any way. My partners and I shared a situation where we didn't know exactly what we wanted to do. We had a variety of interests, as opposed to like these people in college who knew exactly what they wanted to do. But let me just tell you, to get off the path is to die. It's not even an option. If you get off of your bliss path, you're dead. You're just growing old. You're just going through the motions.",She practiced law. — She was a former prosecutor. — She was a former attorney general. — She thought that being a judge was the ultimate goal. — She realized that being a judge was not the ultimate goal. — She became a television personality. — She became a minister.,"Told a teacher that I was going to play drums at a gig — The teacher discouraged me by saying 'Oh, nice use of your education'"
5ec403bb09d0e02a060bd5e6,75,274,1: not similar,1: not similar,overal_first,No clear commonalities,There aren't really any clear commonalities.,P274,196,203,LH,0.18197773,0.33359998,"I started early on, about three years ago , I was doing a YouTube channel, kind of a joke , I was just like , this is fun , I want to make my friend laugh. Hi, I am Mad Bath, during that Boardman Shelton, remember that looking cool and confident outweight everything. Training on the range  is like Crossfit, it is not complete untill you take a selfie. Ooh, I like that one. We started to getting likes and viewership and a following , this could be something. I didn't know how to edit videos , but you have to find self motivation, focus on the end goal, right? So I just spend 40 hours a week on fricking YouTube searching what I wanted. We're the information age , so anything you wan na do is at your fingertips. If you take the time out of your day to really focus, you're gon na be successful.","to juggle three balls. Just about every night, I'd be out there practicing. And it was so dark, juggling, I'd just keep dropping me balls and couldn't see them, so I thought, "" Well, I'll start hunting out a product that can "" light up, '' 'cause I quite liked to tinker with electronics and that. So we made -- or I made -- a whole heap of little prototypes and yeah , then we got it made. I'm sort of guiding these balls around. I haven't got complete control over them because I can't make it stop in mid-air. It sort of, to me, resembles life. You've got influences and other things that move around you , but you can't stop them or take total control over them , but you can influence things.",I started a YouTube channel about three years ago — I made my friend laugh — We started getting likes and viewership and a following — I spent 40 hours a week on YouTube searching what I wanted,I practiced juggling three balls at night. — I dropped my balls while juggling in the dark. — I decided to find a product that could light up. — I made a whole heap of little prototypes. — We got the product made.
5ec403bb09d0e02a060bd5e6,84,75,4: very similar,2: slightly similar,overal_first,"Most of the content about how the narrators realized they needed to turn their lives around has been removed, the sequences are just sequences of events.",Both stories involve the narrator turning their life around after they were going down a path of substance use and risky behavior.,P075,154,174,HH,0.4839457,0.45182842,"In that time I got a DUI and that pretty much devastated or destroyed my college aspirations , or at least it did in my mind. I saw , I'm like this is a sign from God or whatever it is, I'm not meant to be doing what I'm doing. I disassociated from my situation for the first time probably in my entire life. I realized that I had been living my life for somebody else. And I decided I wasn't gon na do that any more. And totally choose whatever story I wanted from my life. I realize that I didn't have to do anything for anybody else. I guess it was a given me back a tool set, the experience allowed me to disassociate and take a look at my situation objectively and say, how do I feel about this? What emotional response am I gon na choose in this environment?","'cause the gangs were getting just very crazy. I ended up coming back and kind of got jumped into a gang. And I was either gon na end up pregnant or in jail or dead or I was gon na be able to change my life. So my sister one day, like, she begged me and begged me. She goes, "" Come to this photography class that "" they're having for the summer. '' And I'm like, "" Alright. '' So I started with the photography class. I was so happy with what I was doing that I didn't have time to be miserable on the street or miserable drinking or miserable going in a downward spiral. Like, I had purpose. They made me feel like me being there was very significant, that if I wasn't here, it was gon na be different. I struggle to this day , and this is why I push school to the kids. I said, "" Do what you "" got ta do so that when you're ready to do what you wan na do, "" you're able to. ''",I got a DUI — I disassociated from my situation for the first time — I decided I wasn't going to live my life for somebody else any more,I ended up coming back — I got jumped into a gang — My sister begged me to come to a photography class — I started the photography class
63fa78f21e485a372c6528fa,27,354,3: moderately similar,1: not similar,overal_first,Hard to relate the two stories. One is getting shot and one is getting into the music field. ,"both are relating their professional choices and making insight into how their fears were faced. The professions are quite different, the intensity of the experiences.",P354,311,504,LL,0.09478106,0.058123715,"I got shot in June 2007. I took a bullet side-to-side through the knee on a house raid , so it basically blew my knee out. Everything that I wanted to do or I wanted to be revolved around being a soldier. So I struggled. What do you see most on social media and on the news? You see PTSD, suicide, all these veterans struggling, that's the trendy story. But we just need to change that rhetoric, instead of talking about all these bad things, talk about the positive things, the things that we learn, that we are capable of that make us great. Instead of cowering from challenges, we learn to face our fears , we learn to face those obstacles, and so use those things we learned in the military to not just live in the civilian world but thrive.","Hello. Hi. I'm Tracy. Oh hi, I'm Santina. Hi, nice to meet you. No, it's not a, I can relate to all three of , and I had tons of different jobs when I was in college. Cocktail waitressing, being a flight attendant, temp work, teaching aerobics. I was on the boardwalk Spinning the wheel. And people place their quarters. Things I had not, no business doing. All of the sudden there was a light bulb that run off one day , and I went to see a film called the commitment. And I remember that was the first time I'd actually seen the job called a music supervisor. And I was like oh, that sounds good. Before you found your area, how dd you feel about the searching? Were you worried? I was worried. The thing is I saw a lot of my friends struggle with not trying in fear of what could be. And my thing, I've always had the personality that was like, I need to know. And I'm such a big believer in encouraging your own voice, because that's what makes you, you.",I got shot in June 2007. — I took a bullet side-to-side through the knee on a house raid.,Tracy had tons of different jobs when she was in college — Tracy spun the wheel on the boardwalk — A light bulb went off for Tracy one day — Tracy went to see a film called The Commitment — Tracy saw the job called a music supervisor for the first time
63fa78f21e485a372c6528fa,41,20,3: moderately similar,2: slightly similar,overal_first,A feels more casual and conversational. Both are quite difficult positions. , Both seem to relate stories of being uprooted and their housing threatened. They are from clearly different backgrounds but the insecurity is well related. ,P020,152,435,HH,0.45101875,0.44102383,"I'm from El Salvador. I came to the United States when I was eight years old. My mom left me at age four with my grandma and my sister that was two years old at the time. Obviously searching for the American dream. So I was in El Salvador. My grandma raised me until I was eight and I remember one day she's like so your mom says one of you can go with her. And that's cuz my mum had finally saved enough money to pay a coyotaje. And so my mom trusted a coyotaje to bring me to the United States and so I remember being with a group of people and I was the only child. I'm lucky that I was I was okay the whole time , but it was a journey of about over a month. How do you still have a story of yourself that you identify with, that a lot of people don't relate to. But then still have this professional grounding, this world that you've created for yourself? I think it traces back to family. I get my work ethic from my mother. And it's because in high school she was working all the time. The financial struggle that I saw at home, also pushed me to complete my four year degree cuz I knew I wanted more. And even today, she still has the same lifestyle. I live at home with her still. But ever since the day I came back from college, I support financially. So I know that I have to provide rent money in order for my mom, my sister, my niece to have a home. Cuz my sister's also a single mom.","August of 2005 , I lost everything to Hurricane Katrina. And then September of 2005 was when I received my cancer diagnosis. So it's like this happened and then this happened. And so, hey, you're a veteran now. And I really didn't know what that meant. Mm-hm. But it basically meant that I was on my own. And I had thought at that particular time that maybe I was an isolated case and then I saw that there were tens of thousands of women veterans who were homeless. Is that what helped motivate you to provide this non-profit organization for homeless women and children? Yes, it definitely was. It's ultimately like everything came full circle, that maybe this is why I went through these things. So I had to be that catalyst, to be that voice for this forgotten population.","My mom left me with my grandma and my sister — My grandma raised me until I was eight — My mom said one of us could go with her — My mom saved enough money to pay a coyotaje — My mom trusted a coyotaje to bring me to the United States — I traveled with a group of people to the United States — I completed my four year degree — I came back from college — I started supporting my family financially — I provided rent money for my mom, sister, and niece",I lost everything to Hurricane Katrina — I received my cancer diagnosis
63fa78f21e485a372c6528fa,81,321,3: moderately similar,2: slightly similar,overal_first," Both are clearly distinguished personalities, I picture their experience having led them down different paths and communication styles. ", Both seem to related to experiences in the art and the value of persistence. Different eras and disciplines but relatable subjects. ,P321,213,507,LL,0.2523703,0.12933764,"five or six bands, you know, 'cause people would come to me and go , "" Oh we got a band, too . '' And by having the most popular band in St. Louis, which was a band called the . We were-became the radio station's band, which meant they played like 80-100 commercials a week. "" Hey, the , "" we playin ' at 66 Drive-In. '' And it'd be, "" Steve on trumpet [do-do-do-do-do-do ] '' So being the popular band in town , I started booking other bands, 'cause when I was already booked, I didn't see any reason to turn people down. I said, "" Wait a second, let me see if I can get another band. '' Well, that eventually led to booking 1100 bands. So we were the largest band-booking agency in the country , and I was like 18 years old. So went from local bands, regional bands, to national bands. And the first show we did was in 1969 was the Grateful Dead. You guys sitting here all have ideas. Whether you pursue them ot not is up to you. Don't later on look back and say , "" God, I wish "" I would've done that. ''","something with business. I didn't know exactly what I was going to do. My passion wasn't there , but that's where the money was at. And I'm thinking, "" This oughta pay the bills , "" I ` ma have a family. This is what I'm going to do. "" I'm just gon na paint on the side. '' But it got to that point where I couldn't work because I kept hearing that I got to pursue my dream as a, as an artist. That Obama shoe came to me. And I woke up at two o'clock in the morning and I painted that shoe. And I went to the mall and took a picture, put it on MySpace. No big deal. Didn't think nothing of it. And then like the first big thing that happened was the Smithsonian e-mailin ' me and I thought it was a joke. And I cried. I was like, I was almost homeless in January. Like, had I quit, had I quit a month before I made that shoe , had I quit an hour before I made that shoe, and decided, "" I'm just gon na forget about art , '' this would have never happened.",became the radio station's band — played 80-100 commercials a week — started booking other bands — booked 1100 bands — became the largest band-booking agency in the country — did the first show in 1969 with the Grateful Dead,I woke up at two o'clock in the morning — I painted that shoe — I went to the mall and took a picture — I put the picture on MySpace — The Smithsonian emailed me — I cried
63fa78f21e485a372c6528fa,86,33,2: slightly similar,3: moderately similar,overal_first," Both are conversational, suggesting someone getting interviewed. The pauses and hyphenations lead me to read their statements in a similar way. ", Both seem to be about how they got into their profession but then are told very differently and about different fields. ,P033,381,540,HH,0.54653454,0.34040546,"from Canada you could ever figure out how to make movies.  Right? So I just figured I'd be going into engineering , so I took lots of maths and sciences all through high school getting ready for that. And at the last minute, I heard about this school that taught film production not too far away , and I got accepted there. Went from film production to animation to computer animation, for me. And, ah, that was inter - really interesting because it had the sort of scientific side, math and science, which I was, you know, really good at. And it had this artistic side. So I could program one minute , and then I could go , you know, fool around with animation, look at cartoons and stuff. I had a few jobs where it would be like, "" Oh... great... I got ta go to work ...  '' And, you know, I sort of knew all along, "" Okay, I don't want to spend my life doing this . '' You know , you'll find something, you know? And don't worry about it being the perfect thing because I think no decision is absolute, first of all, you know? I've certainly had several changes along the way. A lot of people have.","I-I was , you know , my voice broke , and all of a sudden I got tall. And I.. And I had , you know , I was -- I had kinda given up, to tell you , 'cause honest , I had come down to Los Angeles and done a couple auditions. And I got this one job and then the financing fell apart in the movie so it didn't end up happening. And I was very ready to sort of call it a day and go, "" All right, I had my little run and now I got ta go to college . '' Because I thought that's what you were supposed to do. And I got ta find a stable job, because that's what I thought you were supposed to do. And thankfully it didn't quite crumble for me that way. You know , there's so many different ways to go at life. You know, the paths that we're told that we get through the television, that we get , they're just a tiny little sliver.",I took lots of maths and sciences all through high school — I heard about a school that taught film production — I got accepted at the film production school — I went from film production to animation to computer animation,My voice broke — I got tall — I came down to Los Angeles — I did a couple auditions — I got one job — The financing fell apart in the movie — I was ready to call it a day — I decided to go to college
63fa78f21e485a372c6528fa,97,361,3: moderately similar,1: not similar,overal_first,Picturing very different characters telling each story. They seem to have highly contrasting storytelling styles. , Both seem to be relating overcoming initial fears and how transformative it was to feel encouraged. The overall experiences seem quite different but they can be connected.,P361,5,580,LL,0.25308183,0.1048246,"So at Alchemy we are taking the concept of chemistry and science and turning them into game based learning tools for students and for instructors, but in a way that allows for experimentation and play. The path was going toward academic chemistry. I was good at chemistry , I was good at research and all that stuff. But I realized that I always liked working with young people. So I actually, in 1994, went and worked at Detroit Country Day School, which is a private school. And started my job there and loved it, and raised my children. They went through the school , they went to U of M. And after that I started sort of feeling like not as connected to my school as it used to be, because my kids were gone. So I started to look for new things and that was the beginning of Alchemy. And if my learning tools can be shown to help students from everywhere get better. And there's like 50 % fail organic chemistry. If I could cut that down to 40 %, I think that would be success. But, this is not an easy path, it's really hard. But if you're solving a problem that you know needs to be solved, then the hurdles don't feel quite so high.","where you weren't truly able to talk about emotions, you know. So writing was my vehicle, the doorway out of there. I worked up the courage to read a poem at an open poetry reading , and I was so insecure that if there was 50 people listening to me and one person yawning, I'd feel like I failed. And I'd see that person yawning , and I'd have to do something else , you know , I'd have to climb on the chair or, go in their face. And one person got up and applauded , and after a year, after a lifetime of no encouragement, that one person applauding was enough to make me feel, have the confidence to find my destiny. Believe in that destiny, that there's something for you , and then someday it's gon na materialize.",went and worked at Detroit Country Day School in 1994 — started my job at Detroit Country Day School — raised my children — my children went through the school — my children went to U of M — started to look for new things — began Alchemy,worked up the courage to read a poem at an open poetry reading — saw one person yawning — did something else by climbing on the chair or going in their face — one person got up and applauded
67339afa6e04e7d1bbc624d2,10,38,2: slightly similar,3: moderately similar,overal_first,They both realized they didn't like what they were going for and went to do something else,They are both about trying to figure out what the person really wants to do with their life,P038,19,209,HH,0.6913935,0.64795464,"with my guidance counselor and we decided that, you know, I had an artistic streak and I was good in math , and therefore I should be an architect. And I think it was about the third year in school , I realized I wasn't really that good at it and I kind of didn't even like it that much. And the next couple of years were pretty scary 'cause um , I-I had a degree in something I was pretty sure I was never gon na use. And I just kind of didn't know what course my life was gon na take. By the time I graduated from college I actually had a few nationally-released records , and they didn't make that big of a splash or make that much money , but it was enough to get me thinking like, "" Wow, well this would be cool "" to do this for a living. I like this more than being "" an architect or hovering over a drawing board "" for 20 hours a day. '' It's a clichÃ © , but you do have to kind of follow your dreams. Especially, you guys are all young , and, you know , this is the time to do it. If I were you, I would definitely go for what makes you happy. The big irony of my life and my career is that I've outlasted most of the people I've parodied over the years.","I have an education degree, and then math as a minor. And I did teaching for six years , but I still wanted to do that, just not in the education system, so I became a corporate trainer. Which is how I ended up with AT&T. People wanted teachers that could the teach the math or the sciences. I'm like , that's the easy part, yeah sure, I'll do that. My family did not want me to be a teacher. Math was like my ultimate favorite subject. So my teachers, my parents, they were like, you need to be engineer. You need to be engineer. So I came to Texas , went to a really strong engineering school, and it was not the best experience. And I said, if this is what engineering is, I don't wan na do it. So at that time, without telling anyone, went back to school that next semester and studied to be a teacher. My mother was like, you're never gon na make any money. Like okay, I'll figure that part out later. It's like okay, yeah , I may be a broke teacher , but I'll be a happy teacher , and I'll be doing so much good and it would be worth it.",I decided to become an architect with my guidance counselor — I realized I wasn't good at architecture and didn't like it — I graduated from college — I had a few nationally-released records,became a corporate trainer — ended up with AT&T — came to Texas — went to a strong engineering school — decided not to do engineering — went back to school the next semester — studied to be a teacher
67339afa6e04e7d1bbc624d2,22,330,2: slightly similar,3: moderately similar,overal_first,They talk about hardships but found something positive later,They both talk about an uncertainty ,P330,291,461,LL,0.19400379,0.06108422,"I remember when I turned 30 , I was so depressed on that birthday cuz I felt like I had not accomplished what I needed to and what my friends had accomplished. I just felt that all the people around me had it so much more together than I did , and I should say I started Linda.com when I was 40 , so I'm gon na turn 60 in January. And I didn't touch a computer until I was 28 years old. So I had a lot of life between when I found my career, my calling. And I definitely felt that I wasn't good enough and that I, and I don't know, I think almost , that's almost normal. You're in the majority of people who don't know what they want and what they like until they experience it.","The median wealth of a white family is about $ 110,000. The median wealth of black and Latino families combined is somewhere around 15 to $ 20,000. The only way for us to boost that from 15 to 100,000 is to do things like tech. But I feel like when you go to college, you're taking , you're not just in this bubble, you're taking all of your family responsibilities with you. That responsibility, that burden of my family doesn't have money to pay bills, or to pay rent, or to, that stays with you. So then how are you going to class, and you're thinking, okay, let me study for the CS test, but my mom's calling me because there's not enough food to eat, or my sister's calling me because they don't have supplies for school, or new clothes, or anything. And so you're bringing all of those things with you. So finding people to be able to relate to that  are advisors or councilors that you can talk to about those things, that understand you and can relate to you has really helped because they understand me, they get it, Iâ $ ™ m validated. Okay, now I can focus on taking this test, or studying for this exam , or doing whatever else you need to do",I turned 30 — I felt depressed on my 30th birthday — I started Linda.com when I was 40 — I didn't touch a computer until I was 28,"The median wealth of a white family was about $110,000 — The median wealth of black and Latino families combined was around $15,000 to $20,000 — The speaker felt that going to college involved taking family responsibilities along — The speaker's mom called because there was not enough food to eat — The speaker's sister called because they did not have supplies for school or new clothes — The speaker found advisors or counselors who could relate and understand their situation — The speaker felt validated by the advisors or counselors"
67339afa6e04e7d1bbc624d2,63,386,1: not similar,1: not similar,overal_first,"The 2 topics just go in different directions. One is making the environment better at school, and the other is about YouTube ",The 2 topics are completely different. One is about stopping fights in school and the other is internet information ,P386,183,196,LL,0.10428375,0.088698626,"Generally, the schools that we work in are pretty negative environments. Our students grow up in homes where they don't necessarily get a chance to learn proper anger management techniques. And so you see a lot of students who get in fights. Or they throw something so that they can get suspended. Or they do something so that they don't have to be there. There's usually something behind that, whether it's they don't feel they are able to succeed. Whether it's they're afraid of what might happen if they do succeed. Whether it's afraid that they are just unable to grasp a concept, so it's kind of sad , but there's always a bright light. City here is there to find those bright lights and make them brighter. We work with kids in attendance, behavior, and course performance, English and math. And our numbers show it, where at the beginning of the year there's so many suspensions, so many fights , and then by the end of the year those are all decreased. You talk about going to something and really wanting to help. What about the people that just don't seem to want it? How did that feel? How'd you work through that? We had these little catchphrases that people throw around , and one of them is, this is hard, be strong. Find something that they do know how to do. Find something that they do like to do, and build that relationship on that. I know that what I do right now is very important. And I'm influencing a student everyday. Every student can succeed , we just need to find the right way to make that happen.","I started early on, about three years ago , I was doing a YouTube channel, kind of a joke , I was just like , this is fun , I want to make my friend laugh. Hi, I am Mad Bath, during that Boardman Shelton, remember that looking cool and confident outweight everything. Training on the range  is like Crossfit, it is not complete untill you take a selfie. Ooh, I like that one. We started to getting likes and viewership and a following , this could be something. I didn't know how to edit videos , but you have to find self motivation, focus on the end goal, right? So I just spend 40 hours a week on fricking YouTube searching what I wanted. We're the information age , so anything you wan na do is at your fingertips. If you take the time out of your day to really focus, you're gon na be successful.",Students got in fights. — Students threw something to get suspended. — Students did something to avoid being at school. — The number of suspensions and fights decreased by the end of the year.,I started a YouTube channel about three years ago — I made my friend laugh — We started getting likes and viewership and a following — I spent 40 hours a week on YouTube searching what I wanted
67339afa6e04e7d1bbc624d2,74,195,1: not similar,1: not similar,overal_first,"They progress in different ways with one is health related, and the other is about a career","One is talking about their future, and the other is talking about a difficulty of being a mom of a sick child",P195,16,109,HL,0.39996698,0.05850458,"being anxious about my future. I think I started to make plans or ... to really think of what I'm going to do by the time I was 30. I run into students or young designers who say, "" Oh, you know , like, I really wanted to study art, "" but my parents said, ` Oh , you'll never make any money '' ` with that , ' so I studied graphic design instead . '' And I think that almost always is a mistake. Because, uh, if you don't have the passion for it, you're not gon na be a great graphic designer. So I really think that, that figuring out what you have passion at and pursuing that is a very very worthwhile thing.","I'd been a real estate agent , I owned an art gallery. I thought, really, my main pur-goal was to really be a good wife, a good mother , and then my life changed completely. My second son was born with a lung disease. They didn't think he'd make it , he got jaundice, and when I brought him home, he'd lost the ability to wake to feed, and so I mean for me, I thought, watching him struggle to breathe, I'd never take breathing for granted again. And I think that's sort of the beginning of me becoming an environmentalist. And so many times, I feel like I'm paying back the debt, because why should I be so lucky? What can I do to survive this life and be a success, so when the end of my road comes -- which people don't wan na talk about, 'cause the end of the road is gon na come for us -- I can look back  and say, "" I really feel good about it ''? And it may not be something globally. I think that if you touch anyone's life , then you're a success.",I started to make plans for my future. — I ran into students or young designers who said they wanted to study art but their parents discouraged them. — I studied graphic design instead.,Her second son was born with a lung disease — He got jaundice — She brought him home — He lost the ability to wake to feed — She watched him struggle to breathe
67339afa6e04e7d1bbc624d2,76,369,1: not similar,1: not similar,overal_first,One is more technical ,"One is talking about like racing, and the other is talking about achieving goals",P369,383,393,LL,0.120663404,-0.040999573,"Made a couple bucks and I wanted to go race. I read about a guy in Motor Trend Magazine who raced at Pike's Peak and he was just basically an average guy. And we're actually friends now , his name is C Van Tune, he was the editor at Motor Trend. I'm like, man, if that guy can do it , maybe I can do it. So in 1991, I bought a Mitsubishi 3000GT VR4. I thought, well, I wan na go race at Pike's Peak. I got the rulebook, had to put a roll cage in it. And I thought, well, maybe I could modify it too, to make it to go faster. Before I went to Pike's Peak, I read about a race in Nevada called the Silver State Classic. It's a 90 mile race in Nevada where they take a public highway, a state highway , and they just shut it down. And you go as fast as you can go from one city to the next. And so I averaged 164 miles an hour for 90 miles. So I went 90 miles in 34 minutes. And at that point, I was totally hooked. I got fourth place in the race.","You know , you're not becoming a doctor where you're changing people's lives physically, but sometimes you make people's lives emotionally a little better. When I was about three years old, I said, "" Mommy, what is it those guys that make people laugh, "" what do you call that? '' She says, "" A comic, a comedian. '' I went, "" That's what I wan na be. '' I think a lot of people know what they wan na do , but they don't have the courage to really follow it. I mean, maybe you have maybe a perception that we have never a waning moment of thinking, "" This isn't worth it. '' Or doubt or "" Oh my gosh '' all the time -- all the time, especially as an actor. The fear of failure is-is what gets you all the time. When you're actually going through the failure, you're like,  "" How am I gon na get out of this? "" This is bad , but how am I gon na get out of it ? '' But the fear of failure is what keeps people from trying anyway.",bought a Mitsubishi 3000GT VR4 in 1991 — got the rulebook for Pike's Peak race — put a roll cage in the car — read about the Silver State Classic race in Nevada — raced 90 miles in the Silver State Classic — averaged 164 miles an hour for 90 miles — finished fourth place in the Silver State Classic race,"I said, 'Mommy, what is it those guys that make people laugh, what do you call that?' — She said, 'A comic, a comedian.' — I said, 'That's what I wanna be.'"
67e0875cac594a7d8175c644,5,212,3: moderately similar,2: slightly similar,overal_first,They describe a life change from an unplanned experience ,Both stories are about personal and professional invention.,P212,8,523,LH,0.14115576,0.4232451,"you know, heavy civil tunneling for-for railroads, for highway tunnels, for that kind of stuff. So at 20, I was going to school at Colorado State University, majoring in construction management. Someone that we were buying stuff from said, "" Hey , I'm selling a bunch "" of tunneling stuff out to Napa Valley. '' I was like, "" Ne-never even heard of it, never ...  '' I mean, I never even drank wine , I drank beer. So I-I didn't even have any idea where Napa Valley was. So we came out here , and thank goodness there was another contractor digging a tunnel that was, they were in trouble. We talked to them. "" Sure, we can do that. '' And we did , and we, and we built a beautiful cave , and it's just been going since then. Right now, you guys have got nothing to lose. And that's like when we started this company, my wife and I. We sat down and talked , we were still young enough that if we lost everything, so what? I just have to go get a job , that's where I came from anyhow.","much like you -- went through uni and I was fairly driven and I wanted to achieve some things and...  Yep.  it wasn't'til I went tree-planting and we would spend up to two months living as this kind of tribe. I went to some absolutely incredible natural places , and you'd be out there all by yourself all day long planting trees. My whole value set just sort of changed. I went from being , I wanted to be successful, to I wanted to be... compassionate about the environment and about social issues. And that, my whole life just changed direction. The very fact that you're doing this and you're asking these questions and you're committed to that path of action means you'll find a way. You know , you got a unique opportunity to live a really extraordinary life, so go for it.",I was going to school at Colorado State University — Someone said they were selling tunneling stuff to Napa Valley — We came out to Napa Valley — We talked to another contractor who was in trouble — We agreed to do the tunneling work — We built a cave — My wife and I started a company — We sat down and talked about starting the company,went tree-planting — spent up to two months living as a tribe — went to some incredible natural places — planted trees all day long — changed whole value set — changed life direction
67e0875cac594a7d8175c644,11,118,2: slightly similar,1: not similar,overal_first,"A is about choice and growth, B is about catastrophe and survival.","Both stories emphasize on choosing one's own path in response to life's circumstances
",P118,141,165,HL,0.42017257,0.12006016,"that they got me into college and had to work pretty hard to keep me there. So they managed to keep me in school , but I was free after that. So we kind of made a bargain. And I found this little town in northern California, uh, that I said, "" Good, I'll stay here. '' And uh, ended up at a little zen Buddhist community. People had been telling me , "" You know , you'd make a good psychotherapist , you'd make "" a good psychotherapist . '' I knew then what I wanted to do was I wanted to...  in a sense, bring ... bring Buddhism out of the zen centers into the regular world. Being a lawyer or a doctor is an idea. Every day, getting up and having to do what it actually means to be a lawyer or a doctor or a zen teacher or a therapist or a carpenter, or whatever you choose , that's the reality of your situation. Life isn't an image.","and the next minute, you know , I'm thrown over 50 feet from a car  and they thought I died, you know? And they thought I'd never walk again. And people have often asked was I not angry or bitter , and the answer is no. It just is.  Everything seems so minimal, you know, when I'm sitting here talking to you. But just, you know, your mother, the accident...  why not just, "" You know what, I cant ''? Like, you know --?  What would have been my option? You see it, don't you? You're sitting, waiting on the first of the month to get a check. Stuck in a wheelchair. You know... That-that's an option? I don't take reality checks from anybody. I want to follow what my passion is in life more than anything else. Don't give me a reality check because reality will tell you what you can't do. "" You need to deal "" with the real world. '' No, my world is real to me.",They got me into college — They managed to keep me in school — I found a little town in northern California — I ended up at a little zen Buddhist community — People told me I'd make a good psychotherapist — I knew what I wanted to do,He was thrown over 50 feet from a car — People thought he died — People thought he would never walk again
